dataset,split,scene,metric,base_value,rc_value,metric_direction,improvement,winner,source_file
shiny_blender_synthetic,train,helmet,reflective_region_psnr,36.69405632019043,36.785546112060544,higher,0.09148979187011719,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,helmet,reflective_psnr,40.846081199646,40.7701453781128,higher,-0.0759358215332,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,helmet,reflective_ssim,0.9941075021028518,0.993927591443062,higher,-0.00017991065978983922,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,helmet,reflective_lpips,0.0049971154029481,0.0051138574187643,lower,-0.00011674201581619945,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,helmet,full_psnr,40.14170768737793,40.051305541992186,higher,-0.09040214538574531,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,helmet,full_ssim,0.9934892982244492,0.9932921969890596,higher,-0.00019710123538962954,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,helmet,full_lpips,0.0063313777325674,0.0064590676967054,lower,-0.00012768996413799975,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,teapot,mean_reflection_consistency,0.0217622350435704,0.0124828554224222,lower,0.009279379621148198,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,teapot,reflective_region_psnr,39.03930854797363,39.777783966064455,higher,0.7384754180908217,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,teapot,reflective_psnr,50.34840847015381,51.13564716339111,higher,0.7872386932373061,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,teapot,reflective_ssim,0.9993279641866684,0.9994064688682556,higher,7.850468158721036e-05,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,teapot,reflective_lpips,0.0007178935914998,0.0006102736102184,lower,0.00010761998128139998,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
